x,y,status,visited,last_seen_step,floor_factor,victim_present,victim_id,vitals_read,vitals_raw,g_cost,parent_x,parent_y,neighbors_clear,tri_color
89,64,clear,1,747,,0,,0,[],,,,[],
61,2,clear,1,1006.5,,1,237,1,"[238.0, 40.0, 1.0, 0.0, 0.0, 54.0, 26.477725602778726, 0.0, 3.0, 0.0, 3.0, 3.0, 3.0]",,,,[],black
19,5,clear,1,1139,,0,,0,[],,,,[],
79,56,clear,1,1050.5,,0,,0,[],,,,[],
63,48,clear,0,97,,0,,0,[],,,,[],
82,61,clear,1,995.5,,0,,0,[],,,,[],
40,64,clear,1,128,,0,,0,[],,,,[],
12,2,clear,0,1166,,0,,0,[],,,,[],
53,3,clear,0,1146,,0,,0,[],,,,[],
56,8,clear,1,1107.5,,0,,0,[],,,,[],
33,61,clear,0,218,,0,,0,[],,,,[],
74,62,clear,1,398,,0,,0,[],,,,[],
93,75,clear,1,604,,0,,0,[],,,,[],
46,0,clear,1,1149,,0,,0,[],,,,[],
10,77,clear,1,899,,0,,0,[],,,,[],
49,5,clear,1,1104.5,,1,207,1,"[208.0, 35.0, 133.0, 33.0, 75.0, 85.0, 35.093918098677655, 0.0, 3.0, 1.0, 3.0, 10.0, 2.0]",,,,[],black
7,8,clear,1,1225,,0,,0,[],,,,[],
26,21,clear,1,1441,,0,,0,[],,,,[],
86,72,clear,0,632,,0,,0,[],,,,[],
89,77,wall,0,1401,,0,,0,[],,,,[],
42,2,clear,1,1385,,0,,0,[],,,,[],
83,3,clear,1,863,,0,,0,[],,,,[],
28,67,clear,1,427,,0,,0,[],,,,[],
0,5,clear,0,1180,,0,,0,[],,,,[],
5,83,clear,0,511,,0,,0,[],,,,[],
40,77,clear,1,375,,0,,0,[],,,,[],
81,78,clear,1,894,,0,,0,[],,,,[],
34,3,clear,0,1002,,0,,0,[],,,,[],
39,81,clear,1,381,,0,,0,[],,,,[],
72,29,clear,0,1501,,0,,0,[],,,,[],
37,8,clear,1,956,,0,,0,[],,,,[],
56,21,clear,0,209,,0,,0,[],,,,[],
14,24,clear,1,1346,,0,,0,[],,,,[],
74,75,clear,1,1273,,0,,0,[],,,,[],
13,65,clear,0,641,,0,,0,[],,,,[],
46,13,clear,1,1114,,0,,0,[],,,,[],
32,78,clear,1,392,,0,,0,[],,,,[],
51,91,clear,1,1100,,0,,0,[],,,,[],
16,70,clear,1,580,,0,,0,[],,,,[],
90,19,clear,1,709,,0,,0,[],,,,[],
35,83,clear,1,341,,0,,0,[],,,,[],
49,18,clear,1,815,,0,,0,[],,,,[],
7,21,clear,1,1337,,0,,0,[],,,,[],
48,22,clear,1,806,,0,,0,[],,,,[],
70,77,clear,1,1279,,0,,0,[],,,,[],
9,67,clear,1,588,,0,,0,[],,,,[],
28,80,clear,1,454,,0,,0,[],,,,[],
41,19,clear,1,794,,0,,0,[],,,,[],
25,11,clear,1,1084,,0,,0,[],,,,[],
44,24,clear,1,803,,0,,0,[],,,,[],
2,27,wall,0,1497,,0,,0,[],,,,[],
81,91,clear,0,558,,0,,0,[],,,,[],
20,81,clear,1,945,,0,,0,[],,,,[],
23,86,clear,0,959,,0,,0,[],,,,[],
13,78,clear,1,906,,0,,0,[],,,,[],
32,91,clear,1,971,,0,,0,[],,,,[],
90,32,clear,1,647.5,,0,,0,[],,,,[],
29,22,clear,1,1466,,0,,0,[],,,,[],
48,35,clear,1,172,,0,,0,[],,,,[],
6,38,clear,0,753,,0,,0,[],,,,[],
92,78,clear,1,598,,0,,0,[],,,,[],
25,24,clear,0,1472,,0,,0,[],,,,[],
44,37,clear,1,141,,0,,0,[],,,,[],
85,38,wall,0,1401,,0,,0,[],,,,[],
2,40,clear,1,761,,0,,0,[],,,,[],
43,41,clear,1,97,,0,,0,[],,,,[],
62,91,clear,1,1147,,0,,0,[],,,,[],
78,35,clear,0,1475,,0,,0,[],,,,[],
17,25,clear,1,1350,,0,,0,[],,,,[],
55,51,clear,1,86,,0,,0,[],,,,[],
38,84,clear,1,345,,0,,0,[],,,,[],
71,32,clear,1,1503,,0,,0,[],,,,[],
73,41,clear,1,150,,1,266,1,"[267.0, 25.0, 0.0, 1.0, 3.0, 62.0, 31.258686682823384, 0.0, 3.0, 0.0, 3.0, 4.0, 3.0]",,,,[],black
6,51,clear,1,800,,0,,0,[],,,,[],
85,51,clear,1,1054,,0,,0,[],,,,[],
43,54,clear,1,43,,0,,0,[],,,,[],
1,57,clear,1,813,,0,,0,[],,,,[],
59,35,clear,1,180.5,,0,,0,[],,,,[],
36,51,clear,1,78,,1,177,1,"[178.0, 46.0, 118.0, 43.0, 73.0, 83.0, 34.76219594431691, 0.0, 3.0, 1.0, 0.0, 9.0, 2.0]",,,,[],black
77,52,clear,1,823.5,,0,,0,[],,,,[],
80,57,clear,1,1049.5,,0,,0,[],,,,[],
73,54,clear,1,241,,0,,0,[],,,,[],
31,57,clear,1,213,,0,,0,[],,,,[],
22,8,clear,1,1139,,0,,0,[],,,,[],
66,51,clear,1,343,,0,,0,[],,,,[],
65,55,clear,1,373,,0,,0,[],,,,[],
1,70,clear,1,878,,0,,0,[],,,,[],
58,52,clear,0,87,,0,,0,[],,,,[],
77,65,clear,0,402,,0,,0,[],,,,[],
42,44,clear,0,98,,0,,0,[],,,,[],
61,57,clear,1,328,,0,,0,[],,,,[],
80,70,clear,0,877,,0,,0,[],,,,[],
19,60,clear,0,652,,0,,0,[],,,,[],
93,9,clear,1,774.5,,0,,0,[],,,,[],
10,11,clear,1,1243,,0,,0,[],,,,[],
12,57,clear,1,669,,0,,0,[],,,,[],
86,6,clear,1,879.5,,0,,0,[],,,,[],
31,70,clear,1,427,,0,,0,[],,,,[],
72,71,clear,0,1263,,0,,0,[],,,,[],
89,11,clear,1,798.5,,0,,0,[],,,,[],
28,1,clear,1,1025,,0,,0,[],,,,[],
88,52,clear,1,1102.5,,0,,0,[],,,,[],
47,14,clear,1,824,,0,,0,[],,,,[],
5,17,clear,1,1287,,0,,0,[],,,,[],
68,73,clear,0,1258,,0,,0,[],,,,[],
7,63,clear,1,680,,0,,0,[],,,,[],
26,76,clear,0,441,,0,,0,[],,,,[],
42,57,clear,1,49,,0,,0,[],,,,[],
0,60,clear,0,816,,0,,0,[],,,,[],
74,9,clear,1,916,,0,,0,[],,,,[],
93,22,clear,1,693.5,,0,,0,[],,,,[],
32,12,clear,1,972,,0,,0,[],,,,[],
51,25,clear,1,772,,0,,0,[],,,,[],
34,58,clear,1,211,,0,,0,[],,,,[],
67,6,clear,1,988.5,,0,,0,[],,,,[],
37,63,clear,1,189,,0,,0,[],,,,[],
14,79,clear,1,487,,0,,0,[],,,,[],
47,27,clear,0,197,,0,,0,[],,,,[],
88,65,clear,1,746,,0,,0,[],,,,[],
90,74,clear,0,605,,0,,0,[],,,,[],
7,76,clear,0,889,,0,,0,[],,,,[],
26,89,clear,1,996,,0,,0,[],,,,[],
23,20,clear,0,1429,,0,,0,[],,,,[],
83,71,clear,1,456,,1,331,1,"[332.0, 30.0, 144.0, 32.0, 71.0, 83.0, 34.15250011881869, 0.0, 3.0, 1.0, 0.0, 11.0, 2.0]",,,,[],black
0,73,clear,1,867,,1,103,1,"[104.0, 48.0, 58.0, 20.0, 124.0, 96.0, 36.301801350633376, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
41,74,clear,0,368,,0,,0,[],,,,[],
13,12,clear,1,1252,,1,37,1,"[38.0, 39.0, 113.0, 21.0, 95.0, 93.0, 36.92343922023331, 1.0, 2.0, 0.0, 0.0, 13.0, 1.0]",,,,[],black
44,79,clear,0,373,,0,,0,[],,,,[],
32,25,clear,1,1481,,0,,0,[],,,,[],
16,17,clear,0,1263,,0,,0,[],,,,[],
35,30,clear,1,1495,,0,,0,[],,,,[],
76,31,clear,0,1481,,0,,0,[],,,,[],
34,71,clear,1,310,,0,,0,[],,,,[],
53,84,clear,0,1122,,0,,0,[],,,,[],
92,12,clear,1,770,,0,,0,[],,,,[],
37,76,clear,1,293,,0,,0,[],,,,[],
56,89,clear,1,1136,,0,,0,[],,,,[],
9,14,clear,1,1245,,0,,0,[],,,,[],
50,15,wall,0,1497,,0,,0,[],,,,[],
71,74,clear,1,1279,,0,,0,[],,,,[],
90,87,clear,1,567,,0,,0,[],,,,[],
29,77,clear,1,453,,0,,0,[],,,,[],
48,90,clear,1,1113,,0,,0,[],,,,[],
20,28,clear,1,1360,,0,,0,[],,,,[],
39,41,clear,1,30,,0,,0,[],,,,[],
4,20,clear,0,1321,,0,,0,[],,,,[],
23,33,clear,1,1409,,0,,0,[],,,,[],
83,84,clear,1,551,,0,,0,[],,,,[],
41,87,clear,0,1064,,0,,0,[],,,,[],
25,79,clear,1,465,,0,,0,[],,,,[],
44,92,clear,0,1070,,0,,0,[],,,,[],
16,30,clear,0,1364,,0,,0,[],,,,[],
57,31,clear,1,232,,0,,0,[],,,,[],
76,44,clear,1,806.5,,0,,0,[],,,,[],
92,25,clear,1,689,,0,,0,[],,,,[],
78,90,clear,0,1210,,0,,0,[],,,,[],
50,28,clear,1,194,,0,,0,[],,,,[],
36,93,clear,1,1042,,0,,0,[],,,,[],
71,87,clear,0,1197,,0,,0,[],,,,[],
29,90,clear,1,1001,,0,,0,[],,,,[],
87,31,clear,1,937,,0,,0,[],,,,[],
45,34,clear,1,127,,0,,0,[],,,,[],
25,92,clear,1,991,,0,,0,[],,,,[],
66,93,clear,1,1155,,0,,0,[],,,,[],
59,90,clear,1,1139,,0,,0,[],,,,[],
91,42,clear,1,596,,0,,0,[],,,,[],
75,34,clear,0,1487,,0,,0,[],,,,[],
8,44,clear,0,744,,0,,0,[],,,,[],
52,50,clear,1,81,,0,,0,[],,,,[],
10,53,clear,1,715,,0,,0,[],,,,[],
43,1,clear,1,1391,,0,,0,[],,,,[],
1,4,clear,0,1181,,0,,0,[],,,,[],
87,44,clear,1,883,,0,,0,[],,,,[],
45,47,clear,0,72,,0,,0,[],,,,[],
3,50,clear,1,804,,0,,0,[],,,,[],
80,4,clear,1,925.5,,0,,0,[],,,,[],
79,45,clear,1,217,,0,,0,[],,,,[],
82,50,clear,1,797.5,,0,,0,[],,,,[],
40,53,clear,0,53,,0,,0,[],,,,[],
73,1,clear,1,918,,0,,0,[],,,,[],
31,4,clear,1,1020,,0,,0,[],,,,[],
72,5,clear,1,933.5,,0,,0,[],,,,[],
75,47,clear,1,654.3333333333334,,0,,0,[],,,,[],
33,50,clear,0,69,,0,,0,[],,,,[],
93,64,clear,0,753,,0,,0,[],,,,[],
65,2,clear,1,985.5,,0,,0,[],,,,[],
10,66,clear,0,587,,0,,0,[],,,,[],
68,7,clear,1,987.5,,0,,0,[],,,,[],
26,10,clear,1,1083,,0,,0,[],,,,[],
67,48,clear,0,289,,0,,0,[],,,,[],
86,61,clear,1,1028.5,,0,,0,[],,,,[],
70,53,clear,1,354,,0,,0,[],,,,[],
3,63,clear,1,822,,0,,0,[],,,,[],
89,66,clear,1,743,,0,,0,[],,,,[],
61,4,clear,0,1009,,0,,0,[],,,,[],
19,7,clear,1,1139,,0,,0,[],,,,[],
5,72,clear,1,878,,0,,0,[],,,,[],
79,58,clear,1,685,,0,,0,[],,,,[],
63,50,clear,0,304,,0,,0,[],,,,[],
82,63,clear,1,992,,0,,0,[],,,,[],
40,66,clear,1,163,,0,,0,[],,,,[],
12,4,clear,0,1159,,0,,0,[],,,,[],
53,5,clear,1,1121,,0,,0,[],,,,[],
56,10,wall,0,1449,,0,,0,[],,,,[],
14,13,clear,0,1259,,0,,0,[],,,,[],
33,63,clear,1,254,,0,,0,[],,,,[],
93,77,clear,1,602,,0,,0,[],,,,[],
46,2,clear,1,1151,,0,,0,[],,,,[],
32,67,clear,1,262,,0,,0,[],,,,[],
49,7,clear,1,884,,0,,0,[],,,,[],
35,72,clear,1,309,,1,174,1,"[175.0, 47.0, 123.0, 38.0, 80.0, 87.0, 35.222892649669866, 0.0, 3.0, 1.0, 2.0, 10.0, 2.0]",,,,[],black
7,10,clear,1,1228,,0,,0,[],,,,[],
26,23,clear,0,1471,,0,,0,[],,,,[],
86,74,clear,1,484,,0,,0,[],,,,[],
89,79,wall,0,1401,,0,,0,[],,,,[],
9,56,clear,0,710,,0,,0,[],,,,[],
83,5,clear,1,887.5,,0,,0,[],,,,[],
28,69,clear,1,427,,0,,0,[],,,,[],
42,4,wall,0,1449,,0,,0,[],,,,[],
0,7,clear,0,1180,,0,,0,[],,,,[],
41,8,clear,1,942,,0,,0,[],,,,[],
44,13,clear,0,826,,0,,0,[],,,,[],
81,80,clear,1,497,,0,,0,[],,,,[],
34,5,clear,1,1008,,0,,0,[],,,,[],
39,83,clear,0,381,,0,,0,[],,,,[],
37,10,clear,1,959,,0,,0,[],,,,[],
56,23,clear,0,209,,0,,0,[],,,,[],
14,26,clear,0,1346,,0,,0,[],,,,[],
74,77,clear,0,1285,,0,,0,[],,,,[],
13,67,clear,0,581,,0,,0,[],,,,[],
32,80,clear,1,391,,0,,0,[],,,,[],
51,93,clear,0,1087,,0,,0,[],,,,[],
71,8,clear,1,930,,0,,0,[],,,,[],
16,72,clear,0,578,,0,,0,[],,,,[],
90,21,clear,1,707,,0,,0,[],,,,[],
35,85,clear,0,342,,0,,0,[],,,,[],
7,23,clear,0,1337,,0,,0,[],,,,[],
48,24,clear,1,776,,0,,0,[],,,,[],
92,67,clear,1,621,,0,,0,[],,,,[],
9,69,clear,1,588,,0,,0,[],,,,[],
28,82,clear,1,1022,,0,,0,[],,,,[],
41,21,clear,0,791,,0,,0,[],,,,[],
27,86,clear,1,1022,,0,,0,[],,,,[],
60,34,clear,1,180,,0,,0,[],,,,[],
25,13,clear,0,1063,,0,,0,[],,,,[],
44,26,clear,0,779,,0,,0,[],,,,[],
30,91,clear,0,974,,0,,0,[],,,,[],
20,83,clear,1,944,,0,,0,[],,,,[],
4,75,clear,1,884,,0,,0,[],,,,[],
36,27,clear,0,1483,,0,,0,[],,,,[],
13,80,clear,0,485,,0,,0,[],,,,[],
57,86,clear,0,1130,,0,,0,[],,,,[],
90,34,clear,1,642,,0,,0,[],,,,[],
29,24,clear,0,1478,,0,,0,[],,,,[],
48,37,clear,1,115,,0,,0,[],,,,[],
6,40,clear,1,765,,0,,0,[],,,,[],
92,80,wall,0,1401,,0,,0,[],,,,[],
25,26,clear,1,1472,,0,,0,[],,,,[],
85,40,wall,0,1401,,0,,0,[],,,,[],
2,42,clear,1,774,,0,,0,[],,,,[],
43,43,clear,1,98.5,,0,,0,[],,,,[],
84,81,clear,1,503,,0,,0,[],,,,[],
87,86,clear,1,569,,0,,0,[],,,,[],
78,37,clear,1,1475,,0,,0,[],,,,[],
17,27,clear,0,1347,,0,,0,[],,,,[],
55,53,clear,0,83,,0,,0,[],,,,[],
73,43,clear,1,621.6666666666666,,0,,0,[],,,,[],
66,40,clear,1,875.5,,0,,0,[],,,,[],
85,53,clear,1,1038,,0,,0,[],,,,[],
43,56,clear,0,47,,0,,0,[],,,,[],
1,59,clear,1,816,,0,,0,[],,,,[],
59,37,clear,0,124,,0,,0,[],,,,[],
58,41,clear,1,111,,1,228,1,"[229.0, 48.0, 77.0, 14.0, 114.0, 100.0, 36.937907768297585, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
77,54,clear,1,827,,0,,0,[],,,,[],
61,46,clear,0,101,,0,,0,[],,,,[],
80,59,clear,1,686,,0,,0,[],,,,[],
73,56,clear,1,215,,0,,0,[],,,,[],
31,59,clear,1,216,,0,,0,[],,,,[],
89,0,clear,1,795,,0,,0,[],,,,[],
88,41,clear,1,619.5,,0,,0,[],,,,[],
47,3,clear,0,1151,,0,,0,[],,,,[],
65,57,clear,1,373,,0,,0,[],,,,[],
40,0,clear,1,1378,,0,,0,[],,,,[],
77,67,clear,0,1308,,0,,0,[],,,,[],
42,46,clear,1,38,,0,,0,[],,,,[],
61,59,clear,1,325,,1,353,1,"[354.0, 45.0, 112.0, 27.0, 93.0, 89.0, 38.864801024853065, 1.0, 2.0, 0.0, 1.0, 13.0, 0.0]",,,,[],black
80,72,clear,1,875,,0,,0,[],,,,[],
0,49,clear,1,791,,0,,0,[],,,,[],
19,62,clear,0,623,,0,,0,[],,,,[],
93,11,clear,1,726,,0,,0,[],,,,[],
10,13,clear,1,1246,,0,,0,[],,,,[],
12,59,clear,0,669,,0,,0,[],,,,[],
86,8,clear,1,800.5,,0,,0,[],,,,[],
72,73,clear,1,1272,,0,,0,[],,,,[],
70,0,clear,1,924,,0,,0,[],,,,[],
89,13,clear,1,798.5,,0,,0,[],,,,[],
28,3,clear,1,1021,,0,,0,[],,,,[],
88,54,clear,0,1082,,0,,0,[],,,,[],
47,16,clear,1,819,,0,,0,[],,,,[],
5,19,clear,0,1287,,0,,0,[],,,,[],
68,75,clear,0,1258,,0,,0,[],,,,[],
21,0,clear,0,1102,,0,,0,[],,,,[],
7,65,clear,0,603,,0,,0,[],,,,[],
40,13,clear,0,736,,0,,0,[],,,,[],
26,78,clear,1,462,,0,,0,[],,,,[],
39,17,clear,0,738,,0,,0,[],,,,[],
42,59,clear,0,99,,0,,0,[],,,,[],
83,60,clear,1,995.5,,0,,0,[],,,,[],
0,62,clear,0,827,,0,,0,[],,,,[],
19,75,clear,0,922,,0,,0,[],,,,[],
93,24,clear,1,1028,,0,,0,[],,,,[],
13,1,clear,0,1165,,0,,0,[],,,,[],
51,27,clear,1,193,,1,210,1,"[211.0, 36.0, 90.0, 18.0, 111.0, 98.0, 36.67340320287252, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
16,6,clear,1,1136,,0,,0,[],,,,[],
34,60,clear,1,186,,0,,0,[],,,,[],
72,86,clear,0,1198,,0,,0,[],,,,[],
37,65,clear,1,177,,0,,0,[],,,,[],
9,3,clear,0,1170,,0,,0,[],,,,[],
46,70,clear,0,152,,0,,0,[],,,,[],
90,76,clear,0,600,,0,,0,[],,,,[],
7,78,clear,1,888,,0,,0,[],,,,[],
26,91,clear,1,992,,0,,0,[],,,,[],
23,22,clear,1,1429,,0,,0,[],,,,[],
83,73,clear,1,458,,0,,0,[],,,,[],
41,76,clear,0,371,,0,,0,[],,,,[],
60,89,clear,0,1138,,0,,0,[],,,,[],
13,14,clear,1,1255,,0,,0,[],,,,[],
44,81,clear,0,350,,0,,0,[],,,,[],
32,27,clear,0,1479,,0,,0,[],,,,[],
35,32,clear,1,1495,,0,,0,[],,,,[],
76,33,clear,1,1481,,0,,0,[],,,,[],
34,73,clear,1,429,,0,,0,[],,,,[],
92,14,clear,1,723.5,,0,,0,[],,,,[],
37,78,clear,0,385,,0,,0,[],,,,[],
78,79,clear,0,860,,0,,0,[],,,,[],
9,16,clear,0,1281,,0,,0,[],,,,[],
50,17,wall,0,1497,,0,,0,[],,,,[],
69,30,clear,0,1500,,0,,0,[],,,,[],
8,20,clear,0,1336,,0,,0,[],,,,[],
27,33,clear,0,1406,,0,,0,[],,,,[],
71,76,clear,1,1281,,0,,0,[],,,,[],
90,89,clear,1,532,,0,,0,[],,,,[],
29,79,clear,1,454,,0,,0,[],,,,[],
48,92,clear,1,1082,,0,,0,[],,,,[],
20,30,clear,1,1393,,0,,0,[],,,,[],
4,22,clear,1,1323,,0,,0,[],,,,[],
23,35,clear,0,1401,,0,,0,[],,,,[],
41,89,clear,0,1063,,0,,0,[],,,,[],
25,81,clear,0,955,,0,,0,[],,,,[],
57,33,clear,1,233,,0,,0,[],,,,[],
76,46,clear,1,624.6666666666666,,0,,0,[],,,,[],
50,30,clear,1,187,,0,,0,[],,,,[],
91,31,clear,1,648,,0,,0,[],,,,[],
71,89,clear,1,1222,,0,,0,[],,,,[],
29,92,clear,1,985,,0,,0,[],,,,[],
87,33,clear,1,939,,0,,0,[],,,,[],
45,36,clear,1,140,,0,,0,[],,,,[],
64,49,clear,0,292,,0,,0,[],,,,[],
3,39,clear,0,758,,0,,0,[],,,,[],
57,46,clear,1,1504,,0,,0,[],,,,[],
59,92,clear,1,1141,,0,,0,[],,,,[],
91,44,clear,1,859.3333333333334,,0,,0,[],,,,[],
75,36,clear,1,1488,,0,,0,[],,,,[],
52,52,clear,1,77.5,,0,,0,[],,,,[],
10,55,clear,1,712,,0,,0,[],,,,[],
87,46,clear,1,855.3333333333334,,0,,0,[],,,,[],
1,6,clear,1,1181,,0,,0,[],,,,[],
45,49,clear,1,44,,0,,0,[],,,,[],
86,50,clear,1,1103,,0,,0,[],,,,[],
3,52,clear,0,806,,0,,0,[],,,,[],
89,55,clear,1,1072.5,,0,,0,[],,,,[],
77,1,clear,1,930,,0,,0,[],,,,[],
80,6,clear,1,924.5,,0,,0,[],,,,[],
79,47,clear,1,623.6666666666666,,0,,0,[],,,,[],
63,39,clear,1,190,,0,,0,[],,,,[],
82,52,clear,1,796.5,,0,,0,[],,,,[],
40,55,clear,1,54,,0,,0,[],,,,[],
31,6,clear,1,1017,,0,,0,[],,,,[],
72,7,clear,1,930.5,,0,,0,[],,,,[],
75,49,clear,1,844,,0,,0,[],,,,[],
33,52,clear,0,199,,0,,0,[],,,,[],
93,66,clear,0,619,,0,,0,[],,,,[],
65,4,clear,1,988,,0,,0,[],,,,[],
10,68,clear,1,587,,0,,0,[],,,,[],
68,9,clear,1,1323,,0,,0,[],,,,[],
26,12,clear,0,1071,,0,,0,[],,,,[],
67,50,clear,1,346,,0,,0,[],,,,[],
86,63,clear,1,994.5,,0,,0,[],,,,[],
58,1,clear,1,689,,0,,0,[],,,,[],
70,55,clear,1,358,,0,,0,[],,,,[],
89,68,clear,1,630,,0,,0,[],,,,[],
61,6,clear,0,1342,,0,,0,[],,,,[],
19,9,clear,1,1139,,0,,0,[],,,,[],
5,74,clear,1,883,,0,,0,[],,,,[],
79,60,clear,1,672,,0,,0,[],,,,[],
63,52,clear,0,311,,0,,0,[],,,,[],
82,65,clear,0,989.5,,0,,0,[],,,,[],
40,68,clear,1,165,,0,,0,[],,,,[],
81,69,clear,1,448,,0,,0,[],,,,[],
53,7,clear,1,887,,0,,0,[],,,,[],
88,1,clear,1,796.5,,0,,0,[],,,,[],
14,15,clear,1,1265,,0,,0,[],,,,[],
93,79,clear,0,597,,0,,0,[],,,,[],
46,4,clear,1,1148.5,,0,,0,[],,,,[],
32,69,clear,1,427,,0,,0,[],,,,[],
49,9,clear,1,884,,0,,0,[],,,,[],
90,10,clear,1,798.5,,0,,0,[],,,,[],
35,74,clear,1,429,,0,,0,[],,,,[],
7,12,clear,1,1242,,0,,0,[],,,,[],
26,25,clear,1,1473,,0,,0,[],,,,[],
9,58,clear,1,707,,0,,0,[],,,,[],
83,7,clear,1,882.5,,0,,0,[],,,,[],
28,71,clear,1,427,,0,,0,[],,,,[],
0,9,clear,1,1207,,0,,0,[],,,,[],
41,10,clear,0,942,,0,,0,[],,,,[],
44,15,clear,1,748,,0,,0,[],,,,[],
81,82,clear,0,499,,0,,0,[],,,,[],
34,7,clear,1,1010,,0,,0,[],,,,[],
53,20,wall,0,1497,,0,,0,[],,,,[],
39,85,clear,0,344,,0,,0,[],,,,[],
37,12,clear,0,959,,0,,0,[],,,,[],
23,77,clear,0,930,,0,,0,[],,,,[],
56,25,clear,0,218,,0,,0,[],,,,[],
55,29,clear,1,223,,0,,0,[],,,,[],
74,79,clear,0,1286,,0,,0,[],,,,[],
13,69,clear,1,583,,0,,0,[],,,,[],
32,82,clear,1,337,,0,,0,[],,,,[],
71,10,wall,0,1449,,0,,0,[],,,,[],
16,74,clear,1,913,,0,,0,[],,,,[],
90,23,clear,1,691.5,,0,,0,[],,,,[],
35,87,clear,0,1033,,0,,0,[],,,,[],
76,88,clear,1,1225,,0,,0,[],,,,[],
48,26,clear,1,775,,0,,0,[],,,,[],
92,69,clear,1,620,,0,,0,[],,,,[],
9,71,clear,1,563,,0,,0,[],,,,[],
41,23,clear,0,785,,0,,0,[],,,,[],
27,88,clear,1,1021,,0,,0,[],,,,[],
85,29,wall,0,1401,,0,,0,[],,,,[],
30,93,clear,1,975,,0,,0,[],,,,[],
20,85,clear,0,472,,0,,0,[],,,,[],
4,77,clear,1,884,,0,,0,[],,,,[],
23,90,clear,0,990,,0,,0,[],,,,[],
36,29,clear,0,1487,,0,,0,[],,,,[],
57,88,clear,0,1137,,0,,0,[],,,,[],
29,26,clear,1,1478,,0,,0,[],,,,[],
48,39,clear,1,167,,0,,0,[],,,,[],
6,42,clear,0,767,,0,,0,[],,,,[],
92,82,wall,0,1401,,0,,0,[],,,,[],
50,85,clear,0,1119,,0,,0,[],,,,[],
25,28,clear,0,1418,,0,,0,[],,,,[],
85,42,wall,0,1401,,0,,0,[],,,,[],
24,32,clear,1,1410,,0,,0,[],,,,[],
43,45,clear,1,98,,0,,0,[],,,,[],
84,83,clear,1,548,,0,,0,[],,,,[],
1,48,clear,1,795,,0,,0,[],,,,[],
87,88,clear,1,566,,0,,0,[],,,,[],
45,91,clear,1,1072,,0,,0,[],,,,[],
78,39,clear,0,1467,,0,,0,[],,,,[],
17,29,clear,0,1363,,0,,0,[],,,,[],
77,43,clear,1,1459,,0,,0,[],,,,[],
54,32,wall,0,1497,,0,,0,[],,,,[],
73,45,clear,1,661.3333333333334,,0,,0,[],,,,[],
75,91,clear,1,1222,,0,,0,[],,,,[],
66,42,clear,1,260.5,,0,,0,[],,,,[],
43,58,clear,0,47,,0,,0,[],,,,[],
1,61,clear,0,819,,0,,0,[],,,,[],
58,43,clear,0,107,,0,,0,[],,,,[],
77,56,clear,0,1048.5,,0,,0,[],,,,[],
61,48,clear,1,99,,0,,0,[],,,,[],
80,61,clear,1,672,,0,,0,[],,,,[],
93,0,clear,1,791,,0,,0,[],,,,[],
10,2,clear,0,1167,,0,,0,[],,,,[],
54,45,clear,0,95,,0,,0,[],,,,[],
73,58,clear,1,392,,0,,0,[],,,,[],
31,61,clear,1,254,,0,,0,[],,,,[],
89,2,clear,1,812.5,,0,,0,[],,,,[],
88,43,clear,1,600.5,,0,,0,[],,,,[],
47,5,clear,1,850,,0,,0,[],,,,[],
46,46,clear,1,72.33333333333333,,0,,0,[],,,,[],
5,8,clear,1,1225,,0,,0,[],,,,[],
65,59,clear,0,371,,0,,0,[],,,,[],
49,51,clear,1,76,,0,,0,[],,,,[],
40,2,clear,0,1377,,0,,0,[],,,,[],
58,56,clear,0,327,,0,,0,[],,,,[],
42,48,clear,1,32,,0,,0,[],,,,[],
0,51,clear,1,787,,0,,0,[],,,,[],
74,0,clear,1,917,,0,,0,[],,,,[],
19,64,wall,0,1503,,0,,0,[],,,,[],
93,13,clear,0,724.5,,0,,0,[],,,,[],
32,3,clear,0,1018,,0,,0,[],,,,[],
35,8,clear,1,1009,,0,,0,[],,,,[],
12,61,clear,1,639,,0,,0,[],,,,[],
72,75,clear,1,1276,,0,,0,[],,,,[],
70,2,clear,1,926,,0,,0,[],,,,[],
89,15,clear,1,762,,0,,0,[],,,,[],
28,5,clear,1,1038,,0,,0,[],,,,[],
88,56,clear,1,1072.5,,0,,0,[],,,,[],
47,18,clear,1,813,,0,,0,[],,,,[],
5,21,clear,1,1322,,0,,0,[],,,,[],
68,77,clear,1,1256,,0,,0,[],,,,[],
21,2,clear,1,1102,,0,,0,[],,,,[],
62,3,clear,1,1006,,0,,0,[],,,,[],
7,67,clear,1,600,,0,,0,[],,,,[],
26,80,clear,1,464,,0,,0,[],,,,[],
39,19,clear,0,792,,0,,0,[],,,,[],
42,61,clear,0,108,,0,,0,[],,,,[],
83,62,clear,1,995,,0,,0,[],,,,[],
0,64,clear,1,829,,0,,0,[],,,,[],
13,3,clear,1,1164,,0,,0,[],,,,[],
51,29,clear,1,192,,0,,0,[],,,,[],
16,8,clear,1,1140,,0,,0,[],,,,[],
35,21,clear,0,1453,,0,,0,[],,,,[],
