x,y,status,visited,last_seen_step,floor_factor,victim_present,victim_id,vitals_read,vitals_raw,g_cost,parent_x,parent_y,neighbors_clear,tri_color
40,41,clear,0,31,,0,,0,[],,,,[],
75,35,clear,0,1488,,0,,0,[],,,,[],
52,51,clear,1,79,,0,,0,[],,,,[],
93,52,clear,1,1075,,0,,0,[],,,,[],
10,54,clear,1,714,,0,,0,[],,,,[],
86,49,clear,1,1053,,0,,0,[],,,,[],
89,54,clear,1,1081,,0,,0,[],,,,[],
47,57,clear,0,36,,0,,0,[],,,,[],
5,60,clear,1,697,,0,,0,[],,,,[],
79,46,clear,1,218,,1,283,1,"[284.0, 33.0, 4.0, 0.0, 0.0, 59.0, 27.158780930999914, 0.0, 3.0, 1.0, 3.0, 4.0, 3.0]",,,,[],black
63,38,clear,1,187.5,,0,,0,[],,,,[],
82,51,clear,0,796.5,,0,,0,[],,,,[],
40,54,clear,1,54,,0,,0,[],,,,[],
72,6,clear,1,933,,0,,0,[],,,,[],
14,1,clear,0,1164,,0,,0,[],,,,[],
74,52,clear,1,242,,0,,0,[],,,,[],
93,65,clear,0,736,,0,,0,[],,,,[],
32,55,clear,0,207,,0,,0,[],,,,[],
65,3,clear,1,986.5,,0,,0,[],,,,[],
35,60,clear,1,190,,0,,0,[],,,,[],
68,8,clear,1,987.5,,0,,0,[],,,,[],
26,11,clear,1,1072,,0,,0,[],,,,[],
67,49,clear,1,346,,0,,0,[],,,,[],
70,54,clear,1,357,,0,,0,[],,,,[],
9,44,clear,0,743,,0,,0,[],,,,[],
60,9,clear,0,1345,,0,,0,[],,,,[],
5,73,clear,1,883,,0,,0,[],,,,[],
44,1,clear,1,1391,,0,,0,[],,,,[],
62,55,clear,1,332,,0,,0,[],,,,[],
81,68,clear,1,879,,0,,0,[],,,,[],
53,6,clear,1,1119.5,,0,,0,[],,,,[],
39,71,clear,1,275,,0,,0,[],,,,[],
14,14,clear,1,1262,,0,,0,[],,,,[],
13,55,clear,1,665,,0,,0,[],,,,[],
32,68,clear,1,427,,0,,0,[],,,,[],
16,60,clear,1,648,,0,,0,[],,,,[],
90,9,clear,1,800,,0,,0,[],,,,[],
35,73,clear,1,429,,0,,0,[],,,,[],
7,11,clear,0,1231,,0,,0,[],,,,[],
48,12,clear,0,831,,0,,0,[],,,,[],
92,55,clear,1,1067.5,,0,,0,[],,,,[],
6,15,wall,0,1497,,0,,0,[],,,,[],
9,57,clear,0,708,,0,,0,[],,,,[],
50,58,clear,1,43,,0,,0,[],,,,[],
83,6,clear,1,884,,0,,0,[],,,,[],
41,9,clear,0,942,,0,,0,[],,,,[],
27,74,wall,0,1503,,0,,0,[],,,,[],
25,1,clear,0,1030,,0,,0,[],,,,[],
44,14,clear,1,732,,0,,0,[],,,,[],
30,79,clear,1,454,,0,,0,[],,,,[],
2,17,clear,0,1288,,0,,0,[],,,,[],
34,6,clear,1,1009,,0,,0,[],,,,[],
39,84,clear,0,345,,0,,0,[],,,,[],
4,63,clear,1,821,,0,,0,[],,,,[],
37,11,clear,0,959,,0,,0,[],,,,[],
23,76,clear,0,925,,0,,0,[],,,,[],
55,28,wall,0,1497,,0,,0,[],,,,[],
13,68,clear,0,583,,0,,0,[],,,,[],
71,9,clear,1,869,,0,,0,[],,,,[],
16,73,clear,0,912,,0,,0,[],,,,[],
90,22,wall,0,1449,,0,,0,[],,,,[],
76,87,clear,1,1226,,0,,0,[],,,,[],
29,12,clear,0,971,,0,,0,[],,,,[],
48,25,clear,0,776,,0,,0,[],,,,[],
92,68,clear,1,621,,0,,0,[],,,,[],
8,74,clear,1,879,,0,,0,[],,,,[],
27,87,clear,1,1022,,0,,0,[],,,,[],
11,79,clear,0,485,,0,,0,[],,,,[],
85,28,wall,0,1401,,0,,0,[],,,,[],
30,92,clear,0,975,,0,,0,[],,,,[],
84,69,clear,0,636,,0,,0,[],,,,[],
87,74,clear,1,483,,0,,0,[],,,,[],
4,76,clear,1,884,,1,119,1,"[120.0, 33.0, 6.0, 0.0, 0.0, 16.0, 30.657519776889465, 0.0, 3.0, 0.0, 0.0, 3.0, 3.0]",,,,[],black
23,89,clear,0,990,,0,,0,[],,,,[],
17,15,clear,0,1261,,0,,0,[],,,,[],
38,74,clear,0,293,,0,,0,[],,,,[],
57,87,clear,0,1131,,0,,0,[],,,,[],
29,25,clear,0,1478,,0,,0,[],,,,[],
73,31,clear,0,1503,,0,,0,[],,,,[],
91,85,clear,1,592,,0,,0,[],,,,[],
52,93,clear,1,1104,,0,,0,[],,,,[],
85,41,wall,0,1401,,0,,0,[],,,,[],
24,31,clear,1,1412,,0,,0,[],,,,[],
43,44,clear,1,98,,0,,0,[],,,,[],
84,82,clear,1,504,,0,,0,[],,,,[],
1,47,clear,1,795,,0,,0,[],,,,[],
87,87,clear,1,566,,0,,0,[],,,,[],
45,90,clear,1,1072,,0,,0,[],,,,[],
77,42,clear,1,1460,,0,,0,[],,,,[],
61,34,wall,0,1449,,0,,0,[],,,,[],
80,47,clear,0,624.6666666666666,,0,,0,[],,,,[],
79,88,wall,0,1503,,0,,0,[],,,,[],
54,31,wall,0,1497,,0,,0,[],,,,[],
73,44,clear,1,659.6666666666666,,0,,0,[],,,,[],
75,90,clear,1,1223,,0,,0,[],,,,[],
88,29,clear,1,1007,,0,,0,[],,,,[],
33,93,clear,0,1038,,0,,0,[],,,,[],
65,45,clear,1,265,,0,,0,[],,,,[],
68,50,clear,1,346,,0,,0,[],,,,[],
58,42,clear,1,109,,0,,0,[],,,,[],
77,55,clear,1,826.5,,0,,0,[],,,,[],
42,34,clear,0,131,,0,,0,[],,,,[],
61,47,clear,1,100,,0,,0,[],,,,[],
80,60,clear,1,672,,0,,0,[],,,,[],
63,93,clear,1,1149,,0,,0,[],,,,[],
51,2,clear,1,1152,,0,,0,[],,,,[],
53,48,clear,0,88.5,,0,,0,[],,,,[],
72,61,clear,1,396,,0,,0,[],,,,[],
56,53,clear,0,83,,0,,0,[],,,,[],
89,1,clear,1,795,,0,,0,[],,,,[],
88,42,clear,1,602,,0,,0,[],,,,[],
47,4,clear,0,909,,0,,0,[],,,,[],
46,45,clear,1,968.3333333333334,,0,,0,[],,,,[],
5,7,clear,1,1218,,0,,0,[],,,,[],
65,58,clear,1,373,,0,,0,[],,,,[],
49,50,clear,1,76,,0,,0,[],,,,[],
7,53,clear,0,718,,0,,0,[],,,,[],
81,2,clear,1,860.5,,0,,0,[],,,,[],
39,5,clear,1,940,,0,,0,[],,,,[],
42,47,clear,1,38,,0,,0,[],,,,[],
83,48,clear,0,840.5,,0,,0,[],,,,[],
0,50,clear,1,788,,0,,0,[],,,,[],
19,63,clear,0,623,,0,,0,[],,,,[],
32,2,clear,1,1000,,0,,0,[],,,,[],
35,7,clear,1,1009,,0,,0,[],,,,[],
72,74,clear,1,1274,,0,,0,[],,,,[],
37,53,clear,1,77,,0,,0,[],,,,[],
28,4,clear,1,1038,,0,,0,[],,,,[],
69,5,clear,1,983.5,,0,,0,[],,,,[],
14,69,clear,0,582,,0,,0,[],,,,[],
90,64,clear,1,751,,0,,0,[],,,,[],
62,2,clear,1,1006,,0,,0,[],,,,[],
7,66,clear,0,601,,0,,0,[],,,,[],
20,5,clear,1,1139,,0,,0,[],,,,[],
39,18,clear,0,792,,0,,0,[],,,,[],
23,10,clear,1,1085,,0,,0,[],,,,[],
83,61,clear,1,995.5,,0,,0,[],,,,[],
41,64,clear,1,128,,0,,0,[],,,,[],
13,2,clear,1,1165,,0,,0,[],,,,[],
44,69,clear,0,158,,0,,0,[],,,,[],
16,7,clear,1,1136,,0,,0,[],,,,[],
57,8,clear,1,1107,,0,,0,[],,,,[],
2,72,clear,1,878,,0,,0,[],,,,[],
34,61,clear,1,189,,0,,0,[],,,,[],
92,2,clear,1,791.5,,0,,0,[],,,,[],
37,66,clear,1,177,,0,,0,[],,,,[],
78,67,clear,0,859.5,,0,,0,[],,,,[],
50,5,clear,1,1105,,0,,0,[],,,,[],
8,8,clear,1,1225,,0,,0,[],,,,[],
27,21,clear,1,1441,,1,75,1,"[76.0, 22.0, 119.0, 20.0, 102.0, 97.0, 37.41681781656007, 0.0, 1.0, 0.0, 0.0, 13.0, 0.0]",,,,[],black
11,13,clear,1,1249,,0,,0,[],,,,[],
30,26,clear,0,1479,,0,,0,[],,,,[],
84,3,clear,1,863.5,,0,,0,[],,,,[],
29,67,clear,1,427,,0,,0,[],,,,[],
87,8,clear,1,813.5,,0,,0,[],,,,[],
6,83,clear,0,511,,0,,0,[],,,,[],
4,10,clear,1,1227,,0,,0,[],,,,[],
23,23,clear,0,1426,,0,,0,[],,,,[],
41,77,clear,0,375,,0,,0,[],,,,[],
44,82,clear,0,350,,0,,0,[],,,,[],
85,83,clear,0,509,,0,,0,[],,,,[],
38,8,clear,1,956,,0,,0,[],,,,[],
43,86,clear,0,1065,,0,,0,[],,,,[],
76,34,clear,1,1479,,0,,0,[],,,,[],
15,24,clear,0,1346,,0,,0,[],,,,[],
18,29,clear,0,1363,,0,,0,[],,,,[],
78,80,clear,0,1288,,0,,0,[],,,,[],
17,70,wall,0,1503,,0,,0,[],,,,[],
91,19,clear,1,384,,0,,0,[],,,,[],
36,83,clear,0,343,,0,,0,[],,,,[],
50,18,wall,0,1497,,0,,0,[],,,,[],
8,21,clear,0,1338,,0,,0,[],,,,[],
71,77,clear,1,1281,,0,,0,[],,,,[],
29,80,clear,1,454,,0,,0,[],,,,[],
87,21,wall,0,1449,,0,,0,[],,,,[],
73,86,clear,0,1204,,0,,0,[],,,,[],
45,24,clear,1,803,,0,,0,[],,,,[],
64,37,wall,0,1401,,0,,0,[],,,,[],
3,27,wall,0,1497,,0,,0,[],,,,[],
24,86,clear,1,961,,0,,0,[],,,,[],
17,83,clear,0,477,,0,,0,[],,,,[],
91,32,clear,1,645,,0,,0,[],,,,[],
33,27,clear,0,1485,,0,,0,[],,,,[],
54,86,clear,1,1129,,0,,0,[],,,,[],
45,37,clear,1,140,,0,,0,[],,,,[],
86,38,clear,1,610.5,,0,,0,[],,,,[],
3,40,clear,1,764,,0,,0,[],,,,[],
89,43,clear,1,600.5,,0,,0,[],,,,[],
79,35,wall,0,1503,,0,,0,[],,,,[],
42,89,clear,1,1063,,0,,0,[],,,,[],
75,37,clear,1,1488,,0,,0,[],,,,[],
74,41,clear,0,803,,0,,0,[],,,,[],
93,54,clear,1,1060.5,,0,,0,[],,,,[],
10,56,clear,0,710,,0,,0,[],,,,[],
51,57,clear,1,44,,0,,0,[],,,,[],
26,0,clear,1,1027,,1,73,1,"[74.0, 44.0, 140.0, 44.0, 70.0, 79.0, 34.0051224360995, 0.0, 3.0, 1.0, 0.0, 10.0, 2.0]",,,,[],black
86,51,clear,1,1102.5,,0,,0,[],,,,[],
70,43,wall,0,1449,,0,,0,[],,,,[],
89,56,clear,1,1073.5,,0,,0,[],,,,[],
5,62,clear,1,685,,0,,0,[],,,,[],
63,40,clear,1,190.5,,0,,0,[],,,,[],
40,56,clear,1,54,,0,,0,[],,,,[],
81,57,clear,1,689,,0,,0,[],,,,[],
72,8,clear,1,928,,0,,0,[],,,,[],
56,0,clear,1,894,,0,,0,[],,,,[],
14,3,clear,1,1164,,0,,0,[],,,,[],
74,54,clear,1,241,,0,,0,[],,,,[],
93,67,clear,0,619,,0,,0,[],,,,[],
32,57,clear,1,213,,0,,0,[],,,,[],
35,62,clear,1,189,,0,,0,[],,,,[],
67,51,clear,1,346,,0,,0,[],,,,[],
70,56,clear,1,383,,0,,0,[],,,,[],
9,46,clear,0,743,,0,,0,[],,,,[],
47,72,clear,0,149,,0,,0,[],,,,[],
5,75,clear,1,884,,0,,0,[],,,,[],
44,3,clear,1,1149,,0,,0,[],,,,[],
2,6,clear,0,1182,,0,,0,[],,,,[],
62,57,clear,1,368,,0,,0,[],,,,[],
81,70,clear,1,453,,0,,0,[],,,,[],
20,60,clear,0,650,,0,,0,[],,,,[],
53,8,clear,1,887,,1,214,1,"[215.0, 30.0, 4.0, 0.0, 5.0, 56.0, 31.257705168099488, 0.0, 3.0, 0.0, 0.0, 3.0, 3.0]",,,,[],black
39,73,clear,1,278,,0,,0,[],,,,[],
14,16,clear,0,1266,,0,,0,[],,,,[],
13,57,clear,1,668,,0,,0,[],,,,[],
32,70,clear,1,427,,0,,0,[],,,,[],
16,62,clear,1,645,,0,,0,[],,,,[],
90,11,clear,1,798.5,,0,,0,[],,,,[],
35,75,clear,1,429,,0,,0,[],,,,[],
76,76,clear,0,863.5,,0,,0,[],,,,[],
29,1,clear,1,1024,,0,,0,[],,,,[],
48,14,clear,1,824,,0,,0,[],,,,[],
92,57,clear,1,1074,,0,,0,[],,,,[],
6,17,clear,1,1286,,0,,0,[],,,,[],
9,59,clear,1,706,,0,,0,[],,,,[],
50,60,clear,0,40,,0,,0,[],,,,[],
83,8,clear,1,903,,0,,0,[],,,,[],
69,73,clear,0,1259,,0,,0,[],,,,[],
27,76,clear,1,439,,0,,0,[],,,,[],
25,3,clear,1,1035,,0,,0,[],,,,[],
44,16,clear,1,749,,0,,0,[],,,,[],
85,17,wall,0,1401,,0,,0,[],,,,[],
30,81,clear,1,454,,0,,0,[],,,,[],
2,19,clear,1,1312,,0,,0,[],,,,[],
59,1,clear,1,685,,0,,0,[],,,,[],
4,65,clear,1,876,,0,,0,[],,,,[],
23,78,clear,0,933,,0,,0,[],,,,[],
55,30,clear,0,225,,0,,0,[],,,,[],
16,75,clear,1,913,,0,,0,[],,,,[],
76,89,clear,1,1223,,0,,0,[],,,,[],
15,79,clear,1,487,,0,,0,[],,,,[],
48,27,clear,1,198,,0,,0,[],,,,[],
18,84,clear,0,474,,0,,0,[],,,,[],
92,70,clear,1,617,,0,,0,[],,,,[],
69,86,clear,0,1180,,0,,0,[],,,,[],
8,76,clear,1,892,,0,,0,[],,,,[],
27,89,clear,1,1021,,0,,0,[],,,,[],
85,30,wall,0,1401,,0,,0,[],,,,[],
24,20,clear,0,1440,,0,,0,[],,,,[],
43,33,clear,0,128,,0,,0,[],,,,[],
84,71,clear,1,456,,0,,0,[],,,,[],
87,76,clear,1,483,,0,,0,[],,,,[],
4,78,clear,0,530,,0,,0,[],,,,[],
64,92,clear,0,1151,,0,,0,[],,,,[],
36,30,clear,0,1493,,0,,0,[],,,,[],
38,76,clear,1,365,,0,,0,[],,,,[],
57,89,clear,0,1137,,0,,0,[],,,,[],
54,20,wall,0,1497,,0,,0,[],,,,[],
73,33,clear,1,1504,,0,,0,[],,,,[],
91,87,clear,1,523,,0,,0,[],,,,[],
75,79,clear,1,1292,,0,,0,[],,,,[],
24,33,clear,0,1409,,0,,0,[],,,,[],
43,46,clear,1,75.33333333333333,,0,,0,[],,,,[],
84,84,clear,1,551,,0,,0,[],,,,[],
1,49,clear,1,795,,0,,0,[],,,,[],
87,89,clear,1,535,,0,,0,[],,,,[],
45,92,clear,0,1072,,0,,0,[],,,,[],
17,30,clear,0,1364,,0,,0,[],,,,[],
58,31,wall,0,1497,,0,,0,[],,,,[],
77,44,clear,0,625.6666666666666,,0,,0,[],,,,[],
61,36,clear,1,183.5,,0,,0,[],,,,[],
80,49,clear,1,626.3333333333334,,0,,0,[],,,,[],
54,33,wall,0,1497,,0,,0,[],,,,[],
73,46,clear,1,660.6666666666666,,0,,0,[],,,,[],
72,50,clear,1,259,,0,,0,[],,,,[],
75,92,clear,1,1173,,0,,0,[],,,,[],
88,31,clear,1,955,,0,,0,[],,,,[],
46,34,clear,1,764,,1,200,1,"[201.0, 32.0, 127.0, 37.0, 74.0, 81.0, 35.30111726731305, 0.0, 3.0, 1.0, 3.0, 10.0, 2.0]",,,,[],black
65,47,clear,0,280,,0,,0,[],,,,[],
49,39,clear,1,168,,0,,0,[],,,,[],
68,52,clear,1,348,,0,,0,[],,,,[],
67,93,clear,1,1156,,0,,0,[],,,,[],
42,36,clear,1,135,,0,,0,[],,,,[],
61,49,clear,1,305,,0,,0,[],,,,[],
0,39,clear,0,760,,0,,0,[],,,,[],
93,1,clear,1,791,,0,,0,[],,,,[],
51,4,clear,1,1126.5,,1,211,1,"[212.0, 35.0, 92.0, 14.0, 108.0, 100.0, 36.184534231333636, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
53,50,clear,1,83.5,,0,,0,[],,,,[],
72,63,clear,0,396,,0,,0,[],,,,[],
14,58,clear,1,660,,0,,0,[],,,,[],
88,44,clear,1,600,,0,,0,[],,,,[],
47,6,clear,1,1126,,0,,0,[],,,,[],
46,47,clear,1,75,,0,,0,[],,,,[],
5,9,clear,1,1226,,1,17,1,"[18.0, 36.0, 0.0, 0.0, 2.0, 34.0, 29.59267831738031, 0.0, 3.0, 0.0, 3.0, 5.0, 3.0]",,,,[],black
49,52,clear,1,75,,0,,0,[],,,,[],
7,55,clear,0,708,,0,,0,[],,,,[],
81,4,clear,1,895.5,,0,,0,[],,,,[],
39,7,clear,1,944,,0,,0,[],,,,[],
42,49,clear,0,18.666666666666668,,0,,0,[],,,,[],
83,50,clear,1,1402,,0,,0,[],,,,[],
0,52,clear,0,786,,0,,0,[],,,,[],
41,53,clear,1,53,,0,,0,[],,,,[],
74,1,clear,1,917,,0,,0,[],,,,[],
32,4,clear,1,1018,,0,,0,[],,,,[],
35,9,clear,1,963,,0,,0,[],,,,[],
34,50,clear,1,70,,0,,0,[],,,,[],
37,55,clear,1,196,,0,,0,[],,,,[],
69,7,clear,1,985.5,,0,,0,[],,,,[],
14,71,clear,1,577,,0,,0,[],,,,[],
27,10,clear,1,1080,,0,,0,[],,,,[],
71,53,clear,1,354,,0,,0,[],,,,[],
90,66,clear,1,741,,0,,0,[],,,,[],
62,4,clear,1,1001.5,,0,,0,[],,,,[],
7,68,clear,1,845,,0,,0,[],,,,[],
20,7,clear,1,1139,,0,,0,[],,,,[],
6,72,clear,1,879,,0,,0,[],,,,[],
39,20,clear,0,792,,0,,0,[],,,,[],
23,12,clear,1,1064,,0,,0,[],,,,[],
83,63,clear,1,992,,0,,0,[],,,,[],
41,66,clear,1,162,,0,,0,[],,,,[],
13,4,clear,0,1163,,0,,0,[],,,,[],
44,71,clear,1,156,,0,,0,[],,,,[],
16,9,clear,1,1141,,0,,0,[],,,,[],
57,10,wall,0,1449,,0,,0,[],,,,[],
2,74,clear,1,866,,0,,0,[],,,,[],
34,63,clear,1,251,,0,,0,[],,,,[],
92,4,clear,1,788,,0,,0,[],,,,[],
37,68,clear,1,267,,0,,0,[],,,,[],
78,69,clear,0,1309,,0,,0,[],,,,[],
50,7,clear,1,884,,0,,0,[],,,,[],
36,72,clear,1,309,,0,,0,[],,,,[],
55,85,clear,0,1129,,0,,0,[],,,,[],
8,10,clear,1,1232,,0,,0,[],,,,[],
27,23,clear,1,1471,,0,,0,[],,,,[],
11,15,wall,0,1497,,0,,0,[],,,,[],
30,28,clear,0,1476,,0,,0,[],,,,[],
90,79,clear,0,593,,0,,0,[],,,,[],
84,5,clear,1,884.5,,0,,0,[],,,,[],
29,69,clear,1,427,,0,,0,[],,,,[],
87,10,clear,1,804,,0,,0,[],,,,[],
4,12,clear,1,1227,,0,,0,[],,,,[],
22,29,clear,1,1414,,0,,0,[],,,,[],
85,85,clear,1,564,,0,,0,[],,,,[],
38,10,clear,0,957,,0,,0,[],,,,[],
43,88,clear,1,1066,,0,,0,[],,,,[],
15,26,clear,0,1347,,0,,0,[],,,,[],
18,31,clear,0,1370,,0,,0,[],,,,[],
78,82,clear,0,1233,,0,,0,[],,,,[],
17,72,wall,0,1503,,0,,0,[],,,,[],
91,21,clear,1,700,,0,,0,[],,,,[],
36,85,clear,1,343,,0,,0,[],,,,[],
8,23,clear,0,1338,,0,,0,[],,,,[],
52,29,wall,0,1497,,0,,0,[],,,,[],
29,82,clear,1,1022,,0,,0,[],,,,[],
87,23,clear,1,1007,,0,,0,[],,,,[],
73,88,clear,1,1224,,1,313,1,"[314.0, 38.0, 0.0, 0.0, 0.0, 56.0, 29.042552451589724, 0.0, 3.0, 0.0, 0.0, 5.0, 3.0]",,,,[],black
45,26,clear,0,779,,0,,0,[],,,,[],
31,91,clear,0,971,,0,,0,[],,,,[],
64,39,clear,1,190,,0,,0,[],,,,[],
66,85,clear,0,1181,,0,,0,[],,,,[],
24,88,clear,0,994,,0,,0,[],,,,[],
91,34,clear,1,642,,0,,0,[],,,,[],
61,91,clear,0,1147,,0,,0,[],,,,[],
33,29,clear,0,1494,,0,,0,[],,,,[],
54,88,clear,1,1135,,0,,0,[],,,,[],
86,40,clear,1,917,,0,,0,[],,,,[],
3,42,clear,1,771,,0,,0,[],,,,[],
89,45,clear,1,860,,0,,0,[],,,,[],
47,48,clear,1,43.666666666666664,,0,,0,[],,,,[],
88,86,clear,1,569,,0,,0,[],,,,[],
79,37,wall,0,1503,,0,,0,[],,,,[],
21,32,clear,1,1398,,0,,0,[],,,,[],
40,45,clear,0,6,,0,,0,[],,,,[],
42,91,clear,1,1058,,0,,0,[],,,,[],
74,43,clear,1,804.5,,0,,0,[],,,,[],
93,56,clear,1,1055.5,,0,,0,[],,,,[],
10,58,clear,1,706,,0,,0,[],,,,[],
51,59,clear,1,41,,0,,0,[],,,,[],
26,2,clear,1,1034,,0,,0,[],,,,[],
86,53,clear,1,1039.5,,0,,0,[],,,,[],
70,45,clear,1,262,,0,,0,[],,,,[],
89,58,clear,1,1073,,0,,0,[],,,,[],
60,0,clear,1,681,,0,,0,[],,,,[],
5,64,clear,1,686,,0,,0,[],,,,[],
63,42,clear,0,259.5,,0,,0,[],,,,[],
40,58,clear,1,101,,0,,0,[],,,,[],
81,59,clear,0,1006.5,,0,,0,[],,,,[],
39,62,clear,1,125,,1,189,1,"[190.0, 41.0, 103.0, 24.0, 99.0, 91.0, 38.39622965524618, 1.0, 1.0, 0.0, 0.0, 13.0, 0.0]",,,,[],black
72,10,wall,0,1449,,0,,0,[],,,,[],
56,2,clear,1,892,,0,,0,[],,,,[],
14,5,clear,0,1162,,0,,0,[],,,,[],
74,56,clear,1,221,,0,,0,[],,,,[],
93,69,clear,1,618,,0,,0,[],,,,[],
32,59,clear,1,216,,0,,0,[],,,,[],
90,0,clear,1,793.5,,0,,0,[],,,,[],
35,64,clear,1,251,,0,,0,[],,,,[],
7,2,clear,0,1173,,0,,0,[],,,,[],
48,3,clear,0,1151.5,,0,,0,[],,,,[],
92,46,clear,1,857,,0,,0,[],,,,[],
9,48,clear,0,730,,0,,0,[],,,,[],
28,61,clear,0,226,,0,,0,[],,,,[],
41,0,clear,1,1379,,0,,0,[],,,,[],
5,77,clear,1,887,,0,,0,[],,,,[],
44,5,clear,1,933,,0,,0,[],,,,[],
2,8,clear,1,1208,,0,,0,[],,,,[],
62,59,clear,1,368,,0,,0,[],,,,[],
81,72,clear,1,879.5,,0,,0,[],,,,[],
39,75,clear,0,366,,0,,0,[],,,,[],
37,2,clear,0,1372,,0,,0,[],,,,[],
78,3,clear,1,934,,0,,0,[],,,,[],
14,18,clear,1,1276,,0,,0,[],,,,[],
13,59,clear,0,667,,0,,0,[],,,,[],
32,72,clear,1,429,,0,,0,[],,,,[],
71,0,clear,1,927,,0,,0,[],,,,[],
16,64,clear,1,643,,0,,0,[],,,,[],
90,13,clear,1,798.5,,0,,0,[],,,,[],
35,77,clear,1,292,,1,175,1,"[176.0, 45.0, 122.0, 37.0, 79.0, 82.0, 34.92340207142331, 0.0, 3.0, 1.0, 2.0, 10.0, 2.0]",,,,[],black
76,78,clear,1,1292,,0,,0,[],,,,[],
29,3,clear,1,1022,,0,,0,[],,,,[],
48,16,clear,1,821,,0,,0,[],,,,[],
6,19,clear,0,1282,,0,,0,[],,,,[],
92,59,clear,1,803,,0,,0,[],,,,[],
9,61,clear,1,675,,0,,0,[],,,,[],
69,75,clear,1,1279,,0,,0,[],,,,[],
8,65,clear,0,586,,0,,0,[],,,,[],
41,13,clear,0,736,,0,,0,[],,,,[],
27,78,clear,1,453,,0,,0,[],,,,[],
25,5,clear,1,1052,,0,,0,[],,,,[],
11,70,clear,0,583,,0,,0,[],,,,[],
44,18,clear,1,799,,0,,0,[],,,,[],
30,83,clear,1,1023,,0,,0,[],,,,[],
85,19,wall,0,1401,,0,,0,[],,,,[],
2,21,clear,1,1314,,0,,0,[],,,,[],
43,22,clear,1,802,,0,,0,[],,,,[],
20,75,clear,1,923,,0,,0,[],,,,[],
59,3,clear,1,1105,,0,,0,[],,,,[],
4,67,clear,1,876,,0,,0,[],,,,[],
23,80,clear,1,954,,0,,0,[],,,,[],
17,6,clear,1,1136,,0,,0,[],,,,[],
55,32,clear,1,229,,0,,0,[],,,,[],
38,65,clear,1,176,,0,,0,[],,,,[],
76,91,clear,0,1214,,0,,0,[],,,,[],
91,76,clear,0,601,,0,,0,[],,,,[],
8,78,clear,0,890,,0,,0,[],,,,[],
27,91,clear,1,992,,0,,0,[],,,,[],
85,32,wall,0,1401,,0,,0,[],,,,[],
24,22,clear,1,1430,,0,,0,[],,,,[],
43,35,clear,0,130,,0,,0,[],,,,[],
84,73,clear,0,484,,0,,0,[],,,,[],
1,38,clear,0,759,,0,,0,[],,,,[],
87,78,clear,1,580,,0,,0,[],,,,[],
4,80,clear,1,515,,0,,0,[],,,,[],
36,32,clear,1,1493,,0,,0,[],,,,[],
77,33,clear,0,1478,,0,,0,[],,,,[],
38,78,clear,1,361,,0,,0,[],,,,[],
57,91,clear,0,1139,,0,,0,[],,,,[],
54,22,clear,1,210,,0,,0,[],,,,[],
73,35,clear,0,1496,,0,,0,[],,,,[],
91,89,clear,0,524,,0,,0,[],,,,[],
75,81,clear,1,1245,,0,,0,[],,,,[],
33,84,clear,0,1025,,0,,0,[],,,,[],
24,35,clear,0,1404,,0,,0,[],,,,[],
68,41,wall,0,1401,,0,,0,[],,,,[],
1,51,clear,1,805,,0,,0,[],,,,[],
87,91,clear,0,529,,0,,0,[],,,,[],
58,33,clear,1,178,,0,,0,[],,,,[],
77,46,clear,1,626.6666666666666,,0,,0,[],,,,[],
61,38,clear,1,186.5,,0,,0,[],,,,[],
80,51,clear,1,802,,0,,0,[],,,,[],
72,52,clear,1,243,,0,,0,[],,,,[],
88,33,clear,1,945,,1,294,1,"[295.0, 45.0, 115.0, 28.0, 90.0, 97.0, 37.855908639820385, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0]",,,,[],black
46,36,clear,1,764,,0,,0,[],,,,[],
65,49,clear,0,292,,0,,0,[],,,,[],
49,41,clear,1,166,,0,,0,[],,,,[],
68,54,clear,1,360,,0,,0,[],,,,[],
7,44,clear,1,745,,0,,0,[],,,,[],
58,46,clear,1,1504,,0,,0,[],,,,[],
42,38,clear,1,82,,0,,0,[],,,,[],
61,51,clear,0,309,,0,,0,[],,,,[],
0,41,clear,0,772,,0,,0,[],,,,[],
93,3,clear,1,789,,0,,0,[],,,,[],
60,55,clear,0,330,,0,,0,[],,,,[],
51,6,clear,1,855,,0,,0,[],,,,[],
53,52,clear,1,82,,0,,0,[],,,,[],
14,60,clear,1,618,,0,,0,[],,,,[],
88,46,clear,1,856,,0,,0,[],,,,[],
46,49,clear,1,45.333333333333336,,0,,0,[],,,,[],
5,11,clear,1,1229,,0,,0,[],,,,[],
49,54,clear,1,71,,0,,0,[],,,,[],
90,55,clear,1,1077,,0,,0,[],,,,[],
7,57,clear,1,708,,0,,0,[],,,,[],
81,6,clear,1,923.5,,0,,0,[],,,,[],
39,9,clear,1,945,,0,,0,[],,,,[],
23,1,clear,0,1096,,0,,0,[],,,,[],
83,52,clear,0,1422,,0,,0,[],,,,[],
0,54,clear,0,808,,0,,0,[],,,,[],
41,55,clear,1,53,,0,,0,[],,,,[],
32,6,clear,1,1016,,0,,0,[],,,,[],
2,63,clear,1,828,,0,,0,[],,,,[],
35,11,clear,1,965,,0,,0,[],,,,[],
