17,64,-1
17,65,-1
17,69,-1
17,70,-1
17,71,-1
17,72,-1
17,73,-1
17,74,-1
18,64,-1
18,74,-1
19,64,-1
19,74,-1
20,74,-1
21,74,-1
22,74,-1
23,74,-1
25,74,-1
26,64,-1
26,74,-1
27,64,-1
27,65,-1
27,66,-1
27,67,-1
27,68,-1
27,69,-1
27,70,-1
27,71,-1
27,72,-1
27,73,-1
27,74,-1
52,59,-1
52,60,-1
63,36,-1
63,90,-1
63,91,-1
64,37,-1
65,38,-1
66,39,-1
79,35,-1
79,36,-1
79,37,-1
79,38,-1
79,39,-1
79,40,-1
79,41,-1
79,82,-1
79,83,-1
79,84,-1
79,85,-1
79,86,-1
79,87,-1
79,88,-1
79,89,-1
84,49,-1
84,50,-1
84,51,-1
84,52,-1
84,53,-1
84,54,-1
84,55,-1
